Trading Date,Interval Number,Trading Interval,Trading Suspended,Offer Quantity (MWh),Bid Quantity (MWh),Clearing Quantity (MWh),Clearing Price ($/MWh),Extracted At,,,
2021/5/28,4,2021/5/28 9:30,N,2265.896,798.554,19.246,55.36,,2.768,,
2021/5/28,5,2021/5/28 10:00,N,2261.034,743.975,55.002,26.34,,1.317,,
2021/5/28,6,2021/5/28 10:30,N,2254.836,687.94,37.904,30.14,,1.507,,
2021/5/28,7,2021/5/28 11:00,N,2252.318,658.233,55.224,25.74,,1.287,,
2021/5/28,8,2021/5/28 11:30,N,2255.761,652.962,39.416,29.42,,1.471,,
2021/5/28,9,2021/5/28 12:00,N,2259.387,657.923,62.198,23.08,,1.154,,
2021/5/28,10,2021/5/28 12:30,N,2254.614,667.498,61.99,23.08,,1.154,,
2021/5/28,11,2021/5/28 13:00,N,2248.15,673.114,40.798,23.08,,1.154,,
2021/5/28,12,2021/5/28 13:30,N,2251.325,680.34,46.997,26.09,,1.3045,,
2021/5/28,13,2021/5/28 14:00,N,2261.037,717.003,38.924,42.34,,2.117,,
2021/5/28,14,2021/5/28 14:30,N,2271.285,761.149,27.471,45.32,,2.266,,
2021/5/28,15,2021/5/28 15:00,N,2274.304,810.293,27.518,50,,2.5,,
2021/5/28,16,2021/5/28 15:30,N,2282.782,847.027,19.971,55.34,,2.767,,
2021/5/28,17,2021/5/28 16:00,N,2282.535,894.494,35.993,64.59,,3.2295,,
2021/5/28,18,2021/5/28 16:30,N,2282.835,956.722,24.501,77.86,,3.893,,
2021/5/28,19,2021/5/28 17:00,N,2346.138,1008.725,30.778,90,,4.5,,
2021/5/28,20,2021/5/28 17:30,N,2344.745,1053.387,39.374,93.49,,4.6745,,
2021/5/28,21,2021/5/28 18:00,N,2345.218,1098.119,76.274,96.31,,4.8155,,
2021/5/28,22,2021/5/28 18:30,N,2349.036,1103.172,54.524,86.51,,4.3255,,
2021/5/28,23,2021/5/28 19:00,N,2356.07,1071.306,67.224,84.22,,4.211,,
2021/5/28,24,2021/5/28 19:30,N,2364.385,1022.729,75.324,76.56,,3.828,,
2021/5/28,25,2021/5/28 20:00,N,2372.756,979.742,54.624,60.62,,3.031,,
2021/5/28,26,2021/5/28 20:30,N,2379.572,925.556,90.687,62.54,,3.127,,
2021/5/28,27,2021/5/28 21:00,N,2367.709,907.563,87.216,57.2,,2.86,,
2021/5/28,28,2021/5/28 21:30,N,2367.603,882.058,88.011,47.94,,2.397,,
2021/5/28,29,2021/5/28 22:00,N,2373.347,817.912,85.118,26.45,,1.3225,,
2021/5/28,30,2021/5/28 22:30,N,2374.833,773.906,88.202,26.47,,1.3235,,
2021/5/28,31,2021/5/28 23:00,N,2375.806,733.827,73.802,26.19,,1.3095,,
2021/5/28,32,2021/5/28 23:30,N,2365.148,705.193,55.002,26.45,,1.3225,,
2021/5/28,33,2021/5/29 0:00,N,2358.595,693.944,40.202,26.6,,1.33,,
2021/5/28,34,2021/5/29 0:30,N,2368.316,693.344,38.002,26.6,,1.33,,
2021/5/28,35,2021/5/29 1:00,N,2336.077,718.785,36.802,29.09,,1.4545,,
2021/5/28,36,2021/5/29 1:30,N,2327.723,702.384,39.802,26.45,,1.3225,,
2021/5/28,37,2021/5/29 2:00,N,2334.183,694.942,43.102,26.45,,1.3225,,
2021/5/28,38,2021/5/29 2:30,N,2334.116,712.566,52.402,26.45,,1.3225,,
2021/5/28,39,2021/5/29 3:00,N,2331.102,710.403,65.402,26.09,,1.3045,,
2021/5/28,40,2021/5/29 3:30,N,2326.032,697.134,64.601,30.43,,1.5215,,
2021/5/28,41,2021/5/29 4:00,N,2319.942,709.053,70.731,39.53,,1.9765,,
2021/5/28,42,2021/5/29 4:30,N,2365.916,677.791,70.911,33.75,,1.6875,,
2021/5/28,43,2021/5/29 5:00,N,2348.374,730.232,38.546,44.27,,2.2135,,
2021/5/28,44,2021/5/29 5:30,N,2369.628,731.475,44.546,44.11,,2.2055,,
2021/5/28,45,2021/5/29 6:00,N,2361.718,744.898,14.105,50,,2.5,,
2021/5/28,46,2021/5/29 6:30,N,2357.187,790.038,57.115,60.72,,3.036,,
2021/5/28,47,2021/5/29 7:00,N,2349.364,851.288,42.491,80.25,,4.0125,,
2021/5/28,48,2021/5/29 7:30,N,2355.492,878.179,44.341,79,,3.95,,
2021/5/29,1,2021/5/29 8:00,N,2341.897,773.368,56.622,55.54,,2.777,,
2021/5/29,2,2021/5/29 8:30,N,2336.719,771.703,58.333,59.97,,2.9985,,
2021/5/29,3,2021/5/29 9:00,N,2332.571,723.351,44.737,43.84,,2.192,,
2021/5/29,4,2021/5/29 9:30,N,2326.838,653.144,44.893,43.84,,2.192,,
2021/5/29,5,2021/5/29 10:00,N,2322.085,605.14,43.135,26.45,,1.3225,,
2021/5/29,6,2021/5/29 10:30,N,2332.057,556.851,105.642,19.82,,0.991,,
2021/5/29,7,2021/5/29 11:00,N,2333.006,517.027,106.288,25.45,,1.2725,,
2021/5/29,8,2021/5/29 11:30,N,2337.309,521.233,106.288,25.1,,1.255,,
2021/5/29,9,2021/5/29 12:00,N,2342.466,533.273,97.526,19.82,,0.991,,
2021/5/29,10,2021/5/29 12:30,N,2346.427,537.747,97.031,19.82,,0.991,,
2021/5/29,11,2021/5/29 13:00,N,2345.053,561.14,97.021,19.82,,0.991,,
2021/5/29,12,2021/5/29 13:30,N,2341.797,595.427,78.786,25.74,,1.287,,
2021/5/29,13,2021/5/29 14:00,N,2339.862,608.517,65.544,26.09,,1.3045,,
2021/5/29,14,2021/5/29 14:30,N,2328.852,631.62,33.786,45.32,,2.266,,
2021/5/29,15,2021/5/29 15:00,N,2323.658,692.146,45.319,43.84,,2.192,,
2021/5/29,16,2021/5/29 15:30,N,2322.856,744.688,63.057,44.97,,2.2485,,
2021/5/29,17,2021/5/29 16:00,N,2313.26,796.241,44.865,54.97,,2.7485,,
2021/5/29,18,2021/5/29 16:30,N,2308.892,872.722,44.264,84.11,,4.2055,,
2021/5/29,19,2021/5/29 17:00,N,2302.013,947.692,48.538,65.27,,3.2635,,
2021/5/29,20,2021/5/29 17:30,N,2298.068,1014.368,42.28,76.46,,3.823,,
2021/5/29,21,2021/5/29 18:00,N,2299.306,1061.737,48.68,92.61,,4.6305,,
2021/5/29,22,2021/5/29 18:30,N,2304.916,1059,25.376,92.62,,4.631,,
2021/5/29,23,2021/5/29 19:00,N,2311.178,1034.247,34.676,85.45,,4.2725,,
2021/5/29,24,2021/5/29 19:30,N,2314.477,1000.984,34.076,75.34,,3.767,,
2021/5/29,25,2021/5/29 20:00,N,2318.697,973.56,28.176,79.15,,3.9575,,
2021/5/29,26,2021/5/29 20:30,N,2324.981,931.763,25.876,77.22,,3.861,,
2021/5/29,27,2021/5/29 21:00,N,2315.72,913.184,16.45,75.34,,3.767,,
2021/5/29,28,2021/5/29 21:30,N,2319.531,870.212,16.517,75.34,,3.767,,
2021/5/29,29,2021/5/29 22:00,N,2325.933,821.708,41.521,46.33,,2.3165,,
2021/5/29,30,2021/5/29 22:30,N,2335.146,789.232,54.321,41.18,,2.059,,
2021/5/29,31,2021/5/29 23:00,N,2341.42,751.757,26.525,31.59,,1.5795,,
2021/5/29,32,2021/5/29 23:30,N,2341.229,724.992,72.315,39.53,,1.9765,,
2021/5/29,33,2021/5/30 0:00,N,2336.784,711.715,57.032,39.53,,1.9765,,
2021/5/29,34,2021/5/30 0:30,N,2341.516,692.802,48.202,29.43,,1.4715,,
2021/5/29,35,2021/5/30 1:00,N,2339.527,696.759,50.202,30,,1.5,,
2021/5/29,36,2021/5/30 1:30,N,2336.243,695.039,50.402,29.43,,1.4715,,
2021/5/29,37,2021/5/30 2:00,N,2332.909,673.87,51.102,26.45,,1.3225,,
2021/5/29,38,2021/5/30 2:30,N,2331.761,676.182,52.902,26.45,,1.3225,,
2021/5/29,39,2021/5/30 3:00,N,2331.061,693.132,51.202,29.09,,1.4545,,
2021/5/29,40,2021/5/30 3:30,N,2332.918,692.835,42.802,35,,1.75,,
2021/5/29,41,2021/5/30 4:00,N,2332.577,692.029,49.823,39.53,,1.9765,,
2021/5/29,42,2021/5/30 4:30,N,2326.777,699.948,34.717,42.64,,2.132,,
2021/5/29,43,2021/5/30 5:00,N,2306.918,767.987,29.029,55,,2.75,,
2021/5/29,44,2021/5/30 5:30,N,2305.486,771.046,25.385,55.16,,2.758,,
2021/5/29,45,2021/5/30 6:00,N,2291.211,792.863,25.685,58.64,,2.932,,
2021/5/29,46,2021/5/30 6:30,N,2291.937,835.27,28.06,75.85,,3.7925,,
2021/5/29,47,2021/5/30 7:00,N,2292.051,854.379,28.16,81.81,,4.0905,,
2021/5/29,48,2021/5/30 7:30,N,2210.013,827.182,28.17,80.22,,4.011,,
2021/5/30,1,2021/5/30 8:00,N,2226.91,793.421,61.855,51.12,,2.556,,
2021/5/30,2,2021/5/30 8:30,N,2233.264,755.651,62.922,53.81,,2.6905,,
2021/5/30,3,2021/5/30 9:00,N,2247.739,679.091,61.275,34.83,,1.7415,,
2021/5/30,4,2021/5/30 9:30,N,2256.874,609.141,101.348,25.45,,1.2725,,
2021/5/30,5,2021/5/30 10:00,N,2262.601,555.112,97.45,19.64,,0.982,,
2021/5/30,6,2021/5/30 10:30,N,2266.243,505.411,98.66,20.92,,1.046,,
2021/5/30,7,2021/5/30 11:00,N,2257.373,486.572,100.18,20.92,,1.046,,
2021/5/30,8,2021/5/30 11:30,N,2257.003,492.666,100.54,20.92,,1.046,,
2021/5/30,9,2021/5/30 12:00,N,2257.036,496.865,100.59,19.64,,0.982,,
2021/5/30,10,2021/5/30 12:30,N,2254.895,499.053,100.115,19.64,,0.982,,
2021/5/30,11,2021/5/30 13:00,N,2254.274,493.723,100.015,20.92,,1.046,,
2021/5/30,12,2021/5/30 13:30,N,2258.619,488.228,99.551,20.92,,1.046,,
2021/5/30,13,2021/5/30 14:00,N,2264.364,507.787,99.101,20.92,,1.046,,
2021/5/30,14,2021/5/30 14:30,N,2264.852,552.628,99.053,20.92,,1.046,,
2021/5/30,15,2021/5/30 15:00,N,2263.103,627.227,51.485,27,,1.35,,
2021/5/30,16,2021/5/30 15:30,N,2263.796,713.309,65.754,30.49,,1.5245,,
2021/5/30,17,2021/5/30 16:00,N,2259.401,799.609,88.583,33.51,,1.6755,,
2021/5/30,18,2021/5/30 16:30,N,2251.945,888.203,93.937,37.59,,1.8795,,
2021/5/30,19,2021/5/30 17:00,N,2246.758,1015.823,118.037,75.34,,3.767,,
2021/5/30,20,2021/5/30 17:30,N,2241.396,1101.261,112.033,82.28,,4.114,,
2021/5/30,21,2021/5/30 18:00,N,2245.574,1119.761,105.533,71.22,,3.561,,
2021/5/30,22,2021/5/30 18:30,N,2260.36,1090.893,103.928,79.16,,3.958,,
2021/5/30,23,2021/5/30 19:00,N,2265.221,1071.695,103.028,77.93,,3.8965,,
2021/5/30,24,2021/5/30 19:30,N,2260.588,1042.809,105.028,67.38,,3.369,,
2021/5/30,25,2021/5/30 20:00,N,2261.218,1005.602,108.828,58.01,,2.9005,,
2021/5/30,26,2021/5/30 20:30,N,2267.067,946.688,108.328,53.07,,2.6535,,
2021/5/30,27,2021/5/30 21:00,N,2258.101,879.8,44.02,42.88,,2.144,,
2021/5/30,28,2021/5/30 21:30,N,2262.292,836.243,56.087,37.08,,1.854,,
2021/5/30,29,2021/5/30 22:00,N,2268.251,796.768,61.691,37.16,,1.858,,
2021/5/30,30,2021/5/30 22:30,N,2271.027,750.542,40.77,33.75,,1.6875,,
2021/5/30,31,2021/5/30 23:00,N,2274.276,697.409,66.001,34.65,,1.7325,,
2021/5/30,32,2021/5/30 23:30,N,2276.15,668.755,40.251,31.69,,1.5845,,
2021/5/30,33,2021/5/31 0:00,N,2274.125,661.355,37.055,31.69,,1.5845,,
2021/5/30,34,2021/5/31 0:30,N,2281.468,637.065,36.901,31.69,,1.5845,,
2021/5/30,35,2021/5/31 1:00,N,2287.191,628.288,36.631,34.65,,1.7325,,
2021/5/30,36,2021/5/31 1:30,N,2295.151,626.658,40.265,35.17,,1.7585,,
2021/5/30,37,2021/5/31 2:00,N,2299.055,621.46,40.769,35.17,,1.7585,,
2021/5/30,38,2021/5/31 2:30,N,2302.192,626.753,43.213,42.04,,2.102,,
2021/5/30,39,2021/5/31 3:00,N,2305.236,631.506,46.223,42.04,,2.102,,
2021/5/30,40,2021/5/31 3:30,N,2309.573,626.383,43.663,42.04,,2.102,,
2021/5/30,41,2021/5/31 4:00,N,2312.667,625.082,41.273,35.17,,1.7585,,
2021/5/30,42,2021/5/31 4:30,N,2315.303,640.276,40.769,35.17,,1.7585,,
2021/5/30,43,2021/5/31 5:00,N,2307.713,730.985,48.501,42.04,,2.102,,
2021/5/30,44,2021/5/31 5:30,N,2313.898,759.449,54.928,49.99,,2.4995,,
2021/5/30,45,2021/5/31 6:00,N,2312.978,810.346,80.958,52.6,,2.63,,
2021/5/30,46,2021/5/31 6:30,N,2304.729,880.27,35.314,82.3,,4.115,,
2021/5/30,47,2021/5/31 7:00,N,2296.141,944.388,27.679,89.89,,4.4945,,
2021/5/30,48,2021/5/31 7:30,N,2306.693,967.172,20.273,110,,5.5,,
2021/5/31,1,2021/5/31 8:00,N,2393.646,938.651,58.284,89.86,,4.493,,
2021/5/31,2,2021/5/31 8:30,N,2395.239,886.756,60.469,81.62,,4.081,,
2021/5/31,3,2021/5/31 9:00,N,2401.092,821.782,89.111,49.39,,2.4695,,
2021/5/31,4,2021/5/31 9:30,N,2411.64,738.864,50.25,50.33,,2.5165,,
2021/5/31,5,2021/5/31 10:00,N,2412.686,675.02,54.889,45,,2.25,,
2021/5/31,6,2021/5/31 10:30,N,2411.461,619.184,106.288,27.11,,1.3555,,
2021/5/31,7,2021/5/31 11:00,N,2410.128,591.302,106.288,26.6,,1.33,,
2021/5/31,8,2021/5/31 11:30,N,2421.613,583.411,106.288,25.74,,1.287,,
2021/5/31,9,2021/5/31 12:00,N,2428.8,565.862,112.756,23.2,,1.16,,
2021/5/31,10,2021/5/31 12:30,N,2432.02,552.365,112.584,20.92,,1.046,,
2021/5/31,11,2021/5/31 13:00,N,2435.332,566.301,112.443,20.92,,1.046,,
2021/5/31,12,2021/5/31 13:30,N,2435.533,590.294,111.964,20.92,,1.046,,
2021/5/31,13,2021/5/31 14:00,N,2436.453,603.675,111.464,20.92,,1.046,,
2021/5/31,14,2021/5/31 14:30,N,2436.367,617.295,111.51,23.2,,1.16,,
2021/5/31,15,2021/5/31 15:00,N,2435.071,663.09,65.544,29.78,,1.489,,
2021/5/31,16,2021/5/31 15:30,N,2427.474,756.038,34.398,48.19,,2.4095,,
2021/5/31,17,2021/5/31 16:00,N,2424.549,853.252,53.247,52.49,,2.6245,,
2021/5/31,18,2021/5/31 16:30,N,2419.972,917.664,26.657,77.66,,3.883,,
2021/5/31,19,2021/5/31 17:00,N,2415.265,999.399,35.773,77.66,,3.883,,
2021/5/31,20,2021/5/31 17:30,N,2414.578,1099.769,42.665,90.08,,4.504,,
2021/5/31,21,2021/5/31 18:00,N,2413.582,1169.768,46.065,101.11,,5.0555,,
2021/5/31,22,2021/5/31 18:30,N,2409.858,1178.101,50.165,102.44,,5.122,,
2021/5/31,23,2021/5/31 19:00,N,2406.444,1142.699,54.965,101.52,,5.076,,
2021/5/31,24,2021/5/31 19:30,N,2405.066,1093.52,54.665,89.36,,4.468,,
2021/5/31,25,2021/5/31 20:00,N,2403.332,1054.555,52.719,88.75,,4.4375,,
2021/5/31,26,2021/5/31 20:30,N,2399.622,1006.39,62.119,69.94,,3.497,,
2021/5/31,27,2021/5/31 21:00,N,2378.987,984.809,61.319,61.4,,3.07,,
2021/5/31,28,2021/5/31 21:30,N,2372.792,936.18,63.319,45,,2.25,,
2021/5/31,29,2021/5/31 22:00,N,2372.992,855.457,74.419,45,,2.25,,
2021/5/31,30,2021/5/31 22:30,N,2371.231,799.562,77.81,42.8,,2.14,,
2021/5/31,31,2021/5/31 23:00,N,2373.236,735.641,79.703,35,,1.75,,
2021/5/31,32,2021/5/31 23:30,N,2374.963,710.041,77.003,35,,1.75,,
2021/5/31,33,2021/6/1 0:00,N,2374.684,707.362,79.103,35,,1.75,,
2021/5/31,34,2021/6/1 0:30,N,2376.03,703.347,74.403,35,,1.75,,
2021/5/31,35,2021/6/1 1:00,N,2377.545,702.26,69.603,35,,1.75,,
2021/5/31,36,2021/6/1 1:30,N,2379.043,697.072,65.203,35,,1.75,,
2021/5/31,37,2021/6/1 2:00,N,2377.478,679.389,62.279,42.04,,2.102,,
2021/5/31,38,2021/6/1 2:30,N,2377.024,666.005,62.496,42.04,,2.102,,
2021/5/31,39,2021/6/1 3:00,N,2375.489,663.636,62.466,42.04,,2.102,,
2021/5/31,40,2021/6/1 3:30,N,2373.003,673.938,62.198,42.04,,2.102,,
2021/5/31,41,2021/6/1 4:00,N,2369.784,693.448,68.694,42.8,,2.14,,
2021/5/31,42,2021/6/1 4:30,N,2365.584,722.028,69.507,42.8,,2.14,,
2021/5/31,43,2021/6/1 5:00,N,2356.335,807.03,102.102,48.07,,2.4035,,
2021/5/31,44,2021/6/1 5:30,N,2345.72,852.359,102.035,50,,2.5,,
2021/5/31,45,2021/6/1 6:00,N,2330.71,908.868,62.269,82.01,,4.1005,,
2021/5/31,46,2021/6/1 6:30,N,2322.006,994.05,64.126,100,,5,,
2021/5/31,47,2021/6/1 7:00,N,2318.587,1107.25,43.685,115.79,,5.7895,,
2021/5/31,48,2021/6/1 7:30,N,2334.33,1132.903,39.719,110,,5.5,,
2021/6/1,1,2021/6/1 8:00,N,2335.507,1104.163,72.819,93.15,,4.6575,,
2021/6/1,2,2021/6/1 8:30,N,2338.635,1043.219,54.619,90.34,,4.517,,
2021/6/1,3,2021/6/1 9:00,N,2341.57,999.799,45.501,75.73,,3.7865,,
2021/6/1,4,2021/6/1 9:30,N,2344.324,935.971,20.386,72.21,,3.6105,,
2021/6/1,5,2021/6/1 10:00,N,2345.196,846.841,46.763,55.34,,2.767,,
2021/6/1,6,2021/6/1 10:30,N,2344.682,774.068,41.138,45,,2.25,,
2021/6/1,7,2021/6/1 11:00,N,2341.595,743.568,41.138,45,,2.25,,
2021/6/1,8,2021/6/1 11:30,N,2336.75,753.216,41.138,45.32,,2.266,,
2021/6/1,9,2021/6/1 12:00,N,2334.603,755.391,41.266,45.32,,2.266,,
2021/6/1,10,2021/6/1 12:30,N,2332.581,756.666,41.256,45.32,,2.266,,
2021/6/1,11,2021/6/1 13:00,N,2331,769.589,41.248,45.32,,2.266,,
2021/6/1,12,2021/6/1 13:30,N,2332.232,770.567,41.224,45.32,,2.266,,
2021/6/1,13,2021/6/1 14:00,N,2334.237,768.301,41.216,45.32,,2.266,,
2021/6/1,14,2021/6/1 14:30,N,2334.897,807.246,41.205,45,,2.25,,
2021/6/1,15,2021/6/1 15:00,N,2332.745,874.202,41.192,50,,2.5,,
2021/6/1,16,2021/6/1 15:30,N,2328.825,947.318,26.07,75.66,,3.783,,
2021/6/1,17,2021/6/1 16:00,N,2320.088,1030.543,29.92,80.89,,4.0445,,
2021/6/1,18,2021/6/1 16:30,N,2313.008,1093.216,64.839,78.34,,3.917,,
2021/6/1,19,2021/6/1 17:00,N,2307.736,1165.287,63.488,83.18,,4.159,,
2021/6/1,20,2021/6/1 17:30,N,2306.157,1244.77,51.944,100,,5,,
2021/6/1,21,2021/6/1 18:00,N,2304.735,1295.784,64.665,100,,5,,
2021/6/1,22,2021/6/1 18:30,N,2305.859,1297.917,65.905,99.45,,4.9725,,
2021/6/1,23,2021/6/1 19:00,N,2305.651,1260.961,60.504,99.45,,4.9725,,
2021/6/1,24,2021/6/1 19:30,N,2305.444,1223.861,60.074,99.45,,4.9725,,
2021/6/1,25,2021/6/1 20:00,N,2305.004,1193.752,76.449,72.21,,3.6105,,
2021/6/1,26,2021/6/1 20:30,N,2303.979,1133.528,83.619,79,,3.95,,
2021/6/1,27,2021/6/1 21:00,N,2287.884,1093.348,68.444,63.5,,3.175,,
2021/6/1,28,2021/6/1 21:30,N,2286.739,1038.168,80.919,74.22,,3.711,,
2021/6/1,29,2021/6/1 22:00,N,2291.274,946.521,29.883,62.54,,3.127,,
2021/6/1,30,2021/6/1 22:30,N,2295.474,883.194,86.956,50,,2.5,,
2021/6/1,31,2021/6/1 23:00,N,2302.979,840.319,87.057,50,,2.5,,
2021/6/1,32,2021/6/1 23:30,N,2308.367,812.682,84.157,45.32,,2.266,,
2021/6/1,33,2021/6/2 0:00,N,2309.246,791.85,83.657,45.32,,2.266,,
2021/6/1,34,2021/6/2 0:30,N,2308.821,781.481,80.357,45.32,,2.266,,
2021/6/1,35,2021/6/2 1:00,N,2307.805,778.806,78.057,45.32,,2.266,,
2021/6/1,36,2021/6/2 1:30,N,2308.061,765.406,74.657,45.32,,2.266,,
2021/6/1,37,2021/6/2 2:00,N,2305.953,736.631,71.457,45.32,,2.266,,
2021/6/1,38,2021/6/2 2:30,N,2304.429,728.973,67.556,45.32,,2.266,,
2021/6/1,39,2021/6/2 3:00,N,2304.439,755.202,63.956,45.32,,2.266,,
2021/6/1,40,2021/6/2 3:30,N,2305.116,774.27,60.356,45.32,,2.266,,
2021/6/1,41,2021/6/2 4:00,N,2305.539,776.614,57.156,50,,2.5,,
2021/6/1,42,2021/6/2 4:30,N,2305.405,787.947,73.965,54.61,,2.7305,,
2021/6/1,43,2021/6/2 5:00,N,2300.523,882.794,49.955,65,,3.25,,
2021/6/1,44,2021/6/2 5:30,N,2297.101,933.583,45.737,75.34,,3.767,,
2021/6/1,45,2021/6/2 6:00,N,2285.916,1013.732,54.903,108.31,,5.4155,,
2021/6/1,46,2021/6/2 6:30,N,2278.303,1112.926,87.862,110,,5.5,,
2021/6/1,47,2021/6/2 7:00,N,2274.685,1183.938,27.819,125,,6.25,,
2021/6/1,48,2021/6/2 7:30,N,2289.185,1207.369,34.219,115,,5.75,,
2021/6/2,1,2021/6/2 8:00,N,2291.377,1108.633,47.816,98.04,,4.902,,
2021/6/2,2,2021/6/2 8:30,N,2295.079,1085.685,30.819,100,,5,,
2021/6/2,3,2021/6/2 9:00,N,2297.703,1036.91,36.08,94.85,,4.7425,,
2021/6/2,4,2021/6/2 9:30,N,2298.347,960.645,24.101,70,,3.5,,
2021/6/2,5,2021/6/2 10:00,N,2298.931,878.732,45.737,60,,3,,
2021/6/2,6,2021/6/2 10:30,N,2295.945,799.948,38.566,42.77,,2.1385,,
2021/6/2,7,2021/6/2 11:00,N,2292.733,740.38,38.616,42.77,,2.1385,,
2021/6/2,8,2021/6/2 11:30,N,2297.033,725.692,38.566,42.77,,2.1385,,
2021/6/2,9,2021/6/2 12:00,N,2297.139,732.802,38.606,42.77,,2.1385,,
2021/6/2,10,2021/6/2 12:30,N,2296.397,742.505,37.882,42.77,,2.1385,,
2021/6/2,11,2021/6/2 13:00,N,2295.943,764.911,37.942,42.77,,2.1385,,
2021/6/2,12,2021/6/2 13:30,N,2295.705,790.772,37.498,42.77,,2.1385,,
2021/6/2,13,2021/6/2 14:00,N,2298.957,797.397,41.138,45,,2.25,,
2021/6/2,14,2021/6/2 14:30,N,2304.466,810.415,41.138,45,,2.25,,
2021/6/2,15,2021/6/2 15:00,N,2304.915,869.457,41.138,45,,2.25,,
2021/6/2,16,2021/6/2 15:30,N,2305.277,950.889,42.068,66.77,,3.3385,,
2021/6/2,17,2021/6/2 16:00,N,2295.505,1027.668,46.798,66.77,,3.3385,,
2021/6/2,18,2021/6/2 16:30,N,2288.377,1092.513,34.348,94,,4.7,,
2021/6/2,19,2021/6/2 17:00,N,2284.987,1172.23,33.058,94.02,,4.701,,
2021/6/2,20,2021/6/2 17:30,N,2282.371,1251.491,34.065,110,,5.5,,
2021/6/2,21,2021/6/2 18:00,N,2281.062,1282.252,40.565,117.39,,5.8695,,
2021/6/2,22,2021/6/2 18:30,N,2282.584,1261.144,46.465,110,,5.5,,
2021/6/2,23,2021/6/2 19:00,N,2284.162,1226.061,59.079,105,,5.25,,
2021/6/2,24,2021/6/2 19:30,N,2284.503,1193.532,62.265,105,,5.25,,
2021/6/2,25,2021/6/2 20:00,N,2285.167,1166.73,71.219,95,,4.75,,
2021/6/2,26,2021/6/2 20:30,N,2287.8,1116.187,79.452,85.36,,4.268,,
2021/6/2,27,2021/6/2 21:00,N,2275.237,1085.477,76.319,67.11,,3.3555,,
2021/6/2,28,2021/6/2 21:30,N,2275.381,1046.618,58.985,63.5,,3.175,,
2021/6/2,29,2021/6/2 22:00,N,2281.194,964.013,41.819,63.52,,3.176,,
2021/6/2,30,2021/6/2 22:30,N,2285.084,923.85,90.655,60,,3,,
2021/6/2,31,2021/6/2 23:00,N,2292.057,869.954,63.276,48.19,,2.4095,,
2021/6/2,32,2021/6/2 23:30,N,2298.944,815.146,63.136,46.75,,2.3375,,
2021/6/2,33,2021/6/3 0:00,N,2301.7,781.889,72.976,43.88,,2.194,,
2021/6/2,34,2021/6/3 0:30,N,2304.045,762.103,68.362,43.88,,2.194,,
2021/6/2,35,2021/6/3 1:00,N,2307.139,758.987,55.748,48.25,,2.4125,,
2021/6/2,36,2021/6/3 1:30,N,2311.066,759.48,55.728,48.25,,2.4125,,
2021/6/2,37,2021/6/3 2:00,N,2311.926,752.093,55.748,48.25,,2.4125,,
2021/6/2,38,2021/6/3 2:30,N,2313.257,745.919,56.098,48.25,,2.4125,,
2021/6/2,39,2021/6/3 3:00,N,2314.171,738.968,55.768,48.25,,2.4125,,
2021/6/2,40,2021/6/3 3:30,N,2314.654,741.183,55.798,48.25,,2.4125,,
2021/6/2,41,2021/6/3 4:00,N,2315.017,752.144,55.978,48.25,,2.4125,,
2021/6/2,42,2021/6/3 4:30,N,2315.054,767.695,56.158,48.25,,2.4125,,
2021/6/2,43,2021/6/3 5:00,N,2308.739,856.624,45.737,55,,2.75,,
2021/6/2,44,2021/6/3 5:30,N,2308.363,906.228,45.737,72.6,,3.63,,
2021/6/2,45,2021/6/3 6:00,N,2298.837,985.815,54.897,104.89,,5.2445,,
2021/6/2,46,2021/6/3 6:30,N,2293.364,1067.121,56.319,110,,5.5,,
2021/6/2,47,2021/6/3 7:00,N,2291.169,1114.147,52.419,115,,5.75,,
2021/6/2,48,2021/6/3 7:30,N,2306.254,1122.231,58.519,110,,5.5,,
2021/6/3,1,2021/6/3 8:00,N,2289.711,1128.111,57.119,110,,5.5,,
2021/6/3,2,2021/6/3 8:30,N,2291.918,1062.46,74.845,94,,4.7,,
2021/6/3,3,2021/6/3 9:00,N,2292.197,1004.628,77.015,83.11,,4.1555,,
2021/6/3,4,2021/6/3 9:30,N,2290.426,950.501,78.461,68.36,,3.418,,
2021/6/3,5,2021/6/3 10:00,N,2260.026,878.694,45.737,60,,3,,
2021/6/3,6,2021/6/3 10:30,N,2246.177,805.931,69.741,49.03,,2.4515,,
2021/6/3,7,2021/6/3 11:00,N,2241.131,755.207,70.341,45.1,,2.255,,
2021/6/3,8,2021/6/3 11:30,N,2239.918,754.619,70.145,45.1,,2.255,,
2021/6/3,9,2021/6/3 12:00,N,2237.262,749.745,69.874,45.1,,2.255,,
2021/6/3,10,2021/6/3 12:30,N,2234.756,735.323,69.405,45.1,,2.255,,
2021/6/3,11,2021/6/3 13:00,N,2236.757,722.502,69.224,45.1,,2.255,,
2021/6/3,12,2021/6/3 13:30,N,2240.681,727.684,68.354,45.1,,2.255,,
2021/6/3,13,2021/6/3 14:00,N,2239.961,759.692,67.573,45.1,,2.255,,
2021/6/3,14,2021/6/3 14:30,N,2241.58,814.181,65.736,55,,2.75,,
2021/6/3,15,2021/6/3 15:00,N,2249.908,881.957,55.645,61.32,,3.066,,
2021/6/3,16,2021/6/3 15:30,N,2250.155,949.936,70.798,68.86,,3.443,,
